area,grupo,pct_negro_base,pct_negro_top,indice_repr,cutoff_renda
Capital,Top 25%,60.22222200263635,41.27650351896682,0.6854031974635518,3500.0
Capital,Top 10%,60.22222200263635,32.93045286053308,0.5468156398993628,7500.0
Capital,Top 5%,60.22222200263635,28.537786133777836,0.47387467922602616,12000.0
RM (exceto capital),Top 25%,60.56661019335233,47.253288768907744,0.78018711329653,2500.0
RM (exceto capital),Top 10%,60.56661019335233,39.73814749992748,0.656106514349536,4400.0
RM (exceto capital),Top 5%,60.56661019335233,36.89991600439362,0.609245191147311,6000.0
Interior,Top 25%,55.73387649445789,39.85949900679175,0.7151754285520644,2400.0
Interior,Top 10%,55.73387649445789,34.88690145477452,0.6259550501254588,4000.0
Interior,Top 5%,55.73387649445789,31.67088307537631,0.5682519334273406,6000.0
